UPMC,Liliane S. Kaufmann Bldg.,3471 Fifth Ave.,(412) 647-2345,www.upmc.edu,D-4,
,Hieber's Pharmacy Inc.,3500 Fifth Ave.,(412) 681-6400,http://www.hpharmacy.net/,C-4,hieberspharmacy
"J. E. Stuckert, Inc",Stuckert's Exxon,3500 Forbes Ave.,(412) 621-4115,www.exxon.com,D-4,
,Life Uniform,3501 Forbes Ave.,(412) 682-6373,http://www.lifeuniform.com/LifeUniform.jsp,D-4,
,"Miller, Werrin & Gruendel",3506 Fifth Avenue,(412) 641-0200,www.dentalpgh.com,E-4,
,Say Cheese,3507 Cable Place,(412) 687-0606,,E-6,
,Enrico's,3516 Fifth Ave.,(412) 682-3738,,,
,Schenley Park Animal Hospital,3518 Blvd. of the Allies,(412) 683-3455,,D-7,
,Parkvale Bank,3520 Forbes Ave.,(412) 687-1200,www.parkvale.com,D-4,
,Medical Center Opticians,3524 Fifth Ave.,(412) 621-6773,,D-4,164341936930309
,Nellie's Sandwiches,3524 Fifth Ave.,(412) 683-7144,,D-4,
,Oakland Trans. Mgt. Assoc.,3525 Forbes Ave.,(412) 687-4505,www.otma-pgh.org,E-4,
,Fox's Pizza Den,3526 Blvd. of the Allies,(412) 621-3090,,,
,Bellisario's Automotive,3529 Blvd. Allies,(412) 687-6750,,D-7,
,The Slipped Disc,352Atwood Street,(412) 688 8899,,,
,John CR Kelly Realty,3535 Blvd. of the Allies,(412) 683-7300,http://www.jcrkelly.com/,D-7,
,Jim's Amoco,3600 Blvd. of the Allies,(412) 687-7799,,D-7,
,Quaker Steak and Lube,3600 Forbes Avenue,(412) 381-9464,http://www.quakersteakandlube.com/,,
UPMC,Falk Clinic,3601 Fifth Ave.,(412) 648-3000,www.upmc.edu,D-4,
,Got Used,3601 Forbes Ave.,(412) 687-2780,http://www.gotusedbookstore.com/pitt/,D-4,
,Three D's Tobacco Shop,3604 Fifth Avenue,(412) 224-2442,http://pittsburghtobacco.com/,,118209851573214
,Selection Boutique,3604 Forbes Ave.,(412) 681-6619,,D-4,
,Milano's Pizza,3606 Fifth Avenue,(412) 681-2858,,,
,Radio Shack,3606 Forbes Ave.,(412) 681-6550,www.radioshack.com,D-4,
,Golden Palace Buffet,3607 Forbes Ave.,(412) 687-2288,,E-4,
,AJ's Peruvian Chicken,3608 Fifth Ave.,(412) 687-4666,,D-4,328754675500
,EB Games,3608 Forbes Avenue,(412) 421-4410,http://www.ebgames.com/,,
,Oakland Oasis Tanning,3609 Forbes Ave.,(412) 683-3010,,E-4,100773890978
,IGA Market on Forbes,3609 Forbes Ave.,(412) 621-1212,http://oaklandiga.com/,D-4,135390396483173
,Campus Bookstore,3610 Fifth Ave.,(412) 681-9770,http://campusbookstore-pitt.com/,E-3,
,SuperCuts,3611 Forbes Ave.,(412) 682-4440,www.supercuts.com,E-4,
,Ace Athletic,3612 Forbes Avenue,(412) 578-9711,http://www.aceathleticpa.com/,,
,The Exchange,3613 Forbes Ave.,(412) 687-4715,www.myexchangefranchise.com,E-4,
,Prince of India,3614 Fifth Ave.,(412) 687-0888,,E-5,178982284869
,Sir Speedy Printing ,3614 Forbes Ave.,(412) 687-0500,http://www.sirspeedy.com/centers/pittsburghpa080/,E-4,119877944728606
,Gene's Place,3616 Louisa St.,(412) 681-8289,,E-5,154137084603875
,Starbucks,3618 Forbes Ave.,(412) 682-3868,www.starbucks.com,E-4,
,Caribou Coffee,3619 Forbes Avenue,(412) 687-2617,http://www.cariboucoffee.com/,E-4,
,Chipotle,3619 Forbes Avenue,(412) 621-1557,www.chipotle.com,,
,The Oakland School,362 McKee Place,(412) 621-7878,http://www.theoaklandschool.org/,D-5,
,Oriental Super,366 Atwood Street,(412) 683-2041,,,188053227905353
,Mad Mex ,370 Atwood St.,(412) 681-5656,,E-5,MadMexAtwood
,First Niagara Bank,3700 Fifth Ave.,(412) 687-7670,www.fnfg.com,E-3,
,Rite Aid,3700 Forbes Ave.,(412) 681-1332,http://www.riteaid.com/,E-4,
,Pamela's ,3703 Forbes Ave.,(412) 683-4066,http://www.pamelasdiner.com/index.cfm,E-4,pamelasdiner
,Subway,3707 Forbes Ave.,(412) 687-7550,www.subway.com,E-4,
,McDonald's,3708 Forbes Ave.,(412) 687-3747,,E-4,
,Pittsburgh Popcorn Company,3710 Fifth Avenue,(412) 605-0444,http://pghpopcorn.com/,,
,Kinko's ,3710 Forbes Ave.,(412) 687-2752,http://fedex.com/us/office/,E-4,
,Rita's Italian Ice,3712 Fifth Avenue,(412) 687-9011,http://www.ritasice.com/,E-3,
,Qdoba's Mexican Restaurant,3712 Forbes Avenue,(412) 802-7866,http://www.qdoba.com/,E-4,
,Oakland Jewelry Exchange,3713 Forbes Ave.,(412) 682-6520,,E-4,
,Dollar Bank,3714 Fifth Ave.,(412) 621-3177,www.dollarbank.com,E-3,
,Bruegger's Bagel Bakery,3714 Forbes Ave.,(412) 682-6360,www.breugger's.com,E-4,
,Vera Cruz,3715 Forbes Ave.,(412) 688-0766,,E-4,
,Joe Mama's Italian Deluxe,3716 Forbes Ave.,(412) 621-7282,http://www.joemamas.com/,E-4,
,Citizens Bank,3718 Fifth Ave.,(412) 683-1111,www.citizensbank.com,E-3,
,Gidas Flowers,3719 Forbes Ave.,(412) 621-1300,https://www.gidasflowers.com/,E-4,117969668996
,Samuel Land Co.,372 N. Craig St.,(412) 681-9100,,I-1,
,Sestili Nursery,3721 Swinburne St.,(412) 681-1200,http://www.sestilinurseryinc.com/,E-9,
,Taiwan Cafe,3725 Forbes Ave.,(412) 682-3396,,E-4,
,General Nutrition Center,3725 Forbes Ave.,(412) 682-5008,www.gnc.com,E-4,
Bellisario's Automotive,Bellisario's Auto Body,3750 Childs St.,(412) 687-9258,,E-9,
,Rue 21,3800 Forbes Ave.,(412) 681-1266,www.rue21.com,E-4,
,Panera Bread,3800 Forbes Ave.,(412) 683-3727,http://www.panerabread.com/,E-4,
,Touch of Gold and Silver,3800 Forbes Ave.,(412) 687-3867,http://www.touchofgoldandsilverjewelrystore.com/,E-4,191711817521372
,Gus Miller's News Stand,3801 Forbes Ave.,(412) 683-5244,,E-4,
,Primanti Brothers,3803 Forbes Ave.,(412) 621-4444,http://www.primantibros.com/,E-4,PrimantiBrothers
,New Light Baptist Church,3803 Frazier St.,(412) 621-0640,,D-9,
,New Balance Pittsburgh,3810 Forbes Avenue,(412) 697-1333,http://stores.newbalance.com/pittsburgh/default.aspx?s3=ppc,,NewBalancePgh
,Western Psych. Inst. & Clinic,3811 O'Hara,(412) 624-2100,http://www.upmc.com/HospitalsFacilities/Hospitals/wpic/Pages/default.aspx,E-3,
,Original Hot Dog Shop,3901 Forbes Ave.,(412) 621-7388,,F-3,143319765710644
,Dunkin Donuts,3909 Forbes Avenue,(412) 687-1308,www.dunkindonuts.com,,
,Hemingway's Cafe,3911 Forbes Ave.,(412) 621-4100,http://www.hemingways-cafe.com/,F-3,43656360946
,Pitt Shop,3939 Forbes Ave.,(412) 648-2606,http://store.thepittshop.com/,F-4,
,The UPS Store,3945 Forbes Ave.,(412) 624-0552,http://www.theupsstore.com/Pages/index.aspx,F-3,
,7-Eleven,3953 Forbes Ave.,(412) 682-6108,http://www.7-eleven.com/,F-3,
,LuLu's Noodle Shop,400 S. Craig St.,(412) 687-7777,,H-3,188580067517
,Campus Deli,400 Semple Street,(412) 683-3200,,D-5,10978218110
University of Pittsburgh,University Book Center,4000 Fifth Ave.,(412) 648-1455,http://www.pitt.edu/~bookctr/,F-3,thebookcenter
,Bellefield Presbyterian Church,4001 Fifth Ave.,(412) 687-3222,http://www.bellefield.org/,F-3,15698372465
,Sphinx Cafe,401 Atwood St.,(412) 621-1153,,,120300144652011
,PNC Bank,4022 Fifth Ave.,(412) 621-0300,www.pnc.com,F-3,
,Concordia Club,4024 O'Hara St.,(412) 621-7000,http://www.concordiaclubpa.com/,F-2,
,Bootlegger's,403 Semple St.,(412) 682-3060,,E-6,bootleggerspittsburgh
,Ali Baba,404 S. Craig St.,(412) 682-2829,,H-4,
,Mellinger Beer Distributor,404 Semple St.,(412) 682-4396,,E-6,Mellingers
,Cimini Hair Design,406 S. Craig St.,(412) 621-4247,,H-4,
,Larry & Carol's Pizza,410 Semple St..,(412) 687-1189,http://www.larryncarolspizza.com/,E-6,178050436883
,Islamic Center,4100 Bigelow Blvd.,(412) 682-5555,http://www.icp-pgh.org/,G-1,
,Top Notch Art Center,411 S. Craig St.,(412) 683-4444,http://www.tnartsupply.com/,H-4,
,Star Of India,412 S. Craig St.,(412) 681-5700,,H-3,
,Pittsburgh Athletic Association,4125 Fifth Ave.,(412) 621-2400,http://www.paaclub.com/Club/Scripts/Home/home.asp,G-3,
,Union Grill,413 S. Craig St.,(412) 681-8620,,H-4,107604845966237
,Veracruz Mexican Grocery,413 Semple St.,(412) 621-7405,,,
,Korea Garden Restaurant,414 Semple St.,(412)681-6460,,D-6,
,Soldiers & Sailors Memorial Hall,4141 Fifth Ave.,(412) 621-4253,http://www.soldiersandsailorshall.org/,F-3,SoldiersandSailors
,Subway,415 S. Craig St.,(412) 687-6728,www.subway.com,H-4,
,Caliban Book Shop,416 S. Craig St.,(412) 681-9111,www.calibanbooks.com,H-4,126412670722686
,Lezzet,416 Semple St.,(412) 681-2021,http://www.thelezzet.com/,,
,St. Nicholas Greek Orthodox Cathedral,419 S. Dithridge St.,(412) 682-3866,,H-4,
,Kiva Han Cafe,420 S. Craig St.,(412) 687-6355,,H-4,82852692424
,20th Century Club,4201 Bigelow Blvd.,(412) 621-2353,http://www.thetwentiethcenturyclub.com/,G-1,
,Burgers & Rice Bowl,424 Semple St..,(412) 953-3999,,D-4,
,Arnheim & Neely,"425 N. Craig Street, Ste. 100",(412) 391-1900,,,
,Carnegie Library of Pittsburgh,4400 Forbes Ave.,(412) 622-3114,http://www.clpgh.org/,G-4,CarnegieLibraryOfPittsburgh
,Carnegie Museum of Art,4400 Forbes Ave.,(412) 622-3131,http://web.cmoa.org/,H-4,CarnegieMuseumofArt
,Carnegie Music Hall,4400 Forbes Ave.,(412) 622-3131,http://www.carnegiemuseums.org/interior.php?pageID=30,H-4,
,Carnegie Museum of Natural History,4400 Forbes Ave.,(412) 622-3131,http://www.carnegiemnh.org/,H-4,31539090679
,Pittsburgh Chamber Music Society,4400 Forbes Ave.,(412) 624-4129,http://www.pittsburghchambermusic.org/newSite/,H-4,85378651541
,National Development Corp.,4415 Fifth Ave.,(412) 578-7800,,G-4,
,Kevin's Deli,4415 Fifth Ave.,(412) 621-6368,http://kevinsdeli.com/index.htm,,
,Oakland Community Deli,449 Atwood St.,(412) 687-8555,,E-5,
,India Palace Cuisine,4519 Centre Ave.,(412) 687-0515,,H-1,
,Aiken's Quality Cuts,4523 Centre Ave.,(412) 681-9949,,H-1,
,The Sign Source,4605 Centre Avenue,(412)687-2717,,I-1,
,New China Inn,4609 Centre Ave.,(412) 621-6199,,I-1,194045876982
,Panther Hollow Inn,4611 Forbes Avenue,(412) 682-9999,,I-4,52051703278
,First Niagara Bank,4612 Forbes Ave. ,(412) 681-4200,www.fnfg.com,I-3,
,Townsend Booksellers,4612 Henry St.,(412) 682-8030,http://www.townsendbooksellers.com/,I-3,
,Center Cleaners,4615 Centre Ave.,(412) 683-6466,,I-1,
,Lou's Auto,4619 Centre Ave.,(412) 682-6211,,I-1,
,Auto Palace,4627 Baum Blvd.,(412) 687-4000,http://www.auto-palace.com/ou/pittsburgh-porsche/,I-1,AutoPalacePorsche
,Mitchell's Tavern/ Charlie's,4632 Centre Ave.,(412) 682-9530,,I-4,
,Johnny's Coffee Shop,4635 Centre Ave.,(412) 681-4505,,I-1,
,Centre Ave. News,4637 Centre Ave.,(412) 687-6397,,I-1,
,United Cerebal Palsy Center,4638 Centre Ave.,(412) 683-7100,http://www.ucp.org/,,
,Center for Personal Development,4638 Centre Ave.,(412) 683-7100,,I-1,
,A-1 Self Storage,4643 Baum Blvd.,(412) 621-5947,http://www.a1storage.com/,I-1,
,Radio Shack,4643 Baum Blvd.,(412) 681-2100,www.radioshack.com,I-1,
,Seoul Mart,4701 Fifth Ave.,(412) 683-8767,,J-3,
,Salim's Middle Eastern Store & Deli,4705 Centre Ave.,(412) 621-8110,,I-1,98788647369
,Dairy Queen,4711 Centre Ave.,(412) 682-0410,http://www.dairyqueen.com/us-en/,I-1,
,Central Catholic High School,4720 Fifth Ave.,(412) 621-8189,http://www.centralcatholichs.com/,I-3,130802130287924
Pittsburgh Filmmakers,Melwood Screening Room,477 Melwood Ave.,(412) 681-5449,http://theaters.pittsburgharts.org/theaters-about,I-1,
Pittsburgh Filmmakers,Pittsburgh Filmmakers,477 Melwood Ave.,(412) 681-5449,http://pfm.pittsburgharts.org/,,pghfilmmakers
"J. E. Stuckert, Inc",Stuckert's Towing,4801 Centre Avenue,(412) 621-6876,,A-4,
,Rodef Shalom Congregation,4905 Fifth Avenue,(412) 621-6566,http://rodefshalom.org/,,155098914506223
,Carnegie Mellon University,5000 Forbes Ave.,(412) 268-2000,www.cmu.edu,I-4,carnegiemellonu
,First Trinity Evanngelical Lutheran,531 N. Neville St.,(412) 683-4121,,I-2,
,Wines & Spirits,5430 Centre Ave.,(412) 688-1938,www.pawinesandspirits.com,I-1,
,CVS Pharmacy,5430 Centre Ave.,(412) 682-1088,www.cvs.com,J-1,
,Pep Boys,936 S. Millvale Avenue,(412) 578-0467,www.pepboys.com,I-1,
,H&R Block,Atwood St.,(412) 681-2797,www.hrblock.com,,
University of Pittsburgh,Frick Fine Arts Building,Bigelow & Clemente,(412) 648-2410,http://www.tour.pitt.edu/tour-060.html,G-4,
University of Pittsburgh,Nationality Classrooms ,Cathedral Of Learning,(412) 624-6000,http://www.pitt.edu/~natrooms/,G-3,
UPMC,Rangos Research Center,Fifth & McKee,(412) 692-5325,,C-4,
,University of Pittsburgh,Fifth at Bigelow,(412) 624-4141,www.pitt.edu,G-3,
,St. Paul Cathedral ,Fifth at Craig,(412) 621-4951,,I-3,
,PNC Bank,Fifth Ave. at Craig St.,(412) 683-7161,www.pnc.com,I-3,
University of Pittsburgh,Stephen Foster Memorial,Forbes & Bigelow,(412) 624-4100,http://www.tour.pitt.edu/tour-235.html,F-3,
,Magee Womens Hospital,Forbes at Halket,(412) 641-1000,www.magee.edu,B-5,
,Razzy Fresh,Forbes at Meyran,412-586-7924,http://www.razzyfresh.com/,,117733734917057
,Phipps Conservatory & Botanical Gardens,One Schenley Drive,(412) 622-6914,http://phipps.conservatory.org/,H-5,phippsconservatory
,Heinz Memorial Chapel,Univ. of Pittsburgh,(412) 624-4157,http://www.heinzchapel.pitt.edu/,G-3,
,VA Pgh. Healthcare System,University Dr.,(412) 688-6000,http://www.pittsburgh.va.gov/,C-2,
UPMC,University of Pittsburgh Cancer Institutute,,(412) 624-1115,www.upmc.edu,Various Sites,
,3 Guys Optical Center,3701 Forbes Ave,(412) 682 1499,http://3guysoptical.com/,,161961833858809
