INFO 2012-01-18 18:09:41,353 Org/Place import start
INFO 2012-01-18 18:10:11,077 117466331606007: Record for Place exists
INFO 2012-01-18 18:10:11,079 198856626829356: Record for Place exists
INFO 2012-01-18 18:10:11,082 111737188863708: Record for Place exists
INFO 2012-01-18 18:10:11,084 126231507443211: Record for Place exists
INFO 2012-01-18 18:10:11,086 165761710124951: Record for Place exists
INFO 2012-01-18 18:10:11,088 150030311694602: Record for Place exists
INFO 2012-01-18 18:10:11,091 117686481591100: Record for Place exists
INFO 2012-01-18 18:10:11,093 147620881990605: Record for Place exists
INFO 2012-01-18 18:10:11,096 178579925508282: Record for Place exists
INFO 2012-01-18 18:10:11,098 203648449654884: Record for Place exists
INFO 2012-01-18 18:10:11,100 109356639091113: Record for Place exists
INFO 2012-01-18 18:10:11,102 145350382161040: Record for Place exists
INFO 2012-01-18 18:10:11,104 138131526223091: Record for Place exists
INFO 2012-01-18 18:10:11,106 100958776640463: Record for Place exists
ERROR 2012-01-18 18:10:11,106 108118205897137: 
ERROR 2012-01-18 18:10:11,106 152587291434691: 
INFO 2012-01-18 18:10:11,108 154976574517180: Record for Place exists
ERROR 2012-01-18 18:10:11,108 152695441435026: 
INFO 2012-01-18 18:10:11,113 128349150544158: Record for Place exists
INFO 2012-01-18 18:10:11,116 114173821946782: Record for Place exists
INFO 2012-01-18 18:10:11,118 117977064894820: Record for Place exists
ERROR 2012-01-18 18:10:11,118 128349150544158: 
INFO 2012-01-18 18:10:11,121 183955898366561: Record for Place exists
INFO 2012-01-18 18:10:11,124 156705681012849: Record for Place exists
INFO 2012-01-18 18:10:11,126 199313473438118: Record for Place exists
INFO 2012-01-18 18:10:11,128 172408389456535: Record for Place exists
INFO 2012-01-18 18:10:11,130 144623178941770: Record for Place exists
INFO 2012-01-18 18:10:11,132 190688547620172: Record for Place exists
ERROR 2012-01-18 18:10:11,133 135481663163004: 
INFO 2012-01-18 18:10:11,134 143366939091911: Record for Place exists
ERROR 2012-01-18 18:10:11,135 116314358392567: 
INFO 2012-01-18 18:10:11,137 157503417604446: Record for Place exists
INFO 2012-01-18 18:10:11,138 202144106511635: Record for Place exists
INFO 2012-01-18 18:10:11,140 212413718803819: Record for Place exists
INFO 2012-01-18 18:10:11,142 104944106215671: Record for Place exists
INFO 2012-01-18 18:10:11,145 331056342058: Record for Place exists
INFO 2012-01-18 18:10:11,147 215184881855948: Record for Place exists
INFO 2012-01-18 18:10:11,149 109387299100948: Record for Place exists
INFO 2012-01-18 18:10:11,151 111528055554226: Record for Place exists
INFO 2012-01-18 18:10:11,153 198092070246819: Record for Place exists
INFO 2012-01-18 18:10:11,156 288758447809844: Record for Place exists
INFO 2012-01-18 18:10:11,158 128780290528873: Record for Place exists
INFO 2012-01-18 18:10:11,162 190869194325126: Record for Place exists
INFO 2012-01-18 18:10:11,165 165488413477643: Record for Place exists
INFO 2012-01-18 18:10:11,167 111769312194095: Record for Place exists
INFO 2012-01-18 18:10:11,169 174055605975383: Record for Place exists
INFO 2012-01-18 18:10:11,171 204366979592443: Record for Place exists
INFO 2012-01-18 18:10:11,174 147385685288828: Record for Place exists
INFO 2012-01-18 18:10:11,176 199927596697648: Record for Place exists
INFO 2012-01-18 18:10:11,178 126331274081046: Record for Place exists
INFO 2012-01-18 18:10:11,181 117584244927486: Record for Place exists
INFO 2012-01-18 18:10:11,183 143946358972255: Record for Place exists
INFO 2012-01-18 18:10:11,185 246300253800: Record for Place exists
INFO 2012-01-18 18:10:11,187 261376303915381: Record for Place exists
INFO 2012-01-18 18:10:11,189 118341241514180: Record for Place exists
INFO 2012-01-18 18:10:11,191 121548681192225: Record for Place exists
INFO 2012-01-18 18:10:11,193 208333865846043: Record for Place exists
INFO 2012-01-18 18:10:11,198 122828457779618: Record for Place exists
INFO 2012-01-18 18:10:11,200 101030703290057: Record for Place exists
INFO 2012-01-18 18:10:11,203 174202555924638: Record for Place exists
INFO 2012-01-18 18:10:11,206 116952831652060: Record for Place exists
INFO 2012-01-18 18:10:11,208 100855353292272: Record for Place exists
INFO 2012-01-18 18:10:11,211 147786465251594: Record for Place exists
INFO 2012-01-18 18:10:11,214 163723236980229: Record for Place exists
INFO 2012-01-18 18:10:11,216 284282578254169: Record for Place exists
INFO 2012-01-18 18:10:11,218 145585938795892: Record for Place exists
INFO 2012-01-18 18:10:11,220 157385354281155: Record for Place exists
INFO 2012-01-18 18:10:11,221 164576746919832: Record for Place exists
INFO 2012-01-18 18:10:11,223 203871202976723: Record for Place exists
INFO 2012-01-18 18:10:11,225 227858383630: Record for Place exists
INFO 2012-01-18 18:10:11,227 178259438875720: Record for Place exists
INFO 2012-01-18 18:10:11,230 132062720186835: Record for Place exists
INFO 2012-01-18 18:10:11,232 160456353966894: Record for Place exists
INFO 2012-01-18 18:10:11,234 171673406210907: Record for Place exists
INFO 2012-01-18 18:10:11,236 142071665828814: Record for Place exists
INFO 2012-01-18 18:10:11,239 116039858418362: Record for Place exists
INFO 2012-01-18 18:10:11,241 111667622202008: Record for Place exists
INFO 2012-01-18 18:10:11,244 132557833456022: Record for Place exists
INFO 2012-01-18 18:10:11,246 180237255362529: Record for Place exists
INFO 2012-01-18 18:10:11,249 142299825800623: Record for Place exists
INFO 2012-01-18 18:10:11,251 116145065073812: Record for Place exists
INFO 2012-01-18 18:10:11,253 145644472122343: Record for Place exists
INFO 2012-01-18 18:10:11,256 195269850500991: Record for Place exists
INFO 2012-01-18 18:10:11,259 155256397874731: Record for Place exists
INFO 2012-01-18 18:10:11,261 113861512002942: Record for Place exists
INFO 2012-01-18 18:10:11,263 143741638980397: Record for Place exists
INFO 2012-01-18 18:10:11,266 113422905353710: Record for Place exists
INFO 2012-01-18 18:10:11,268 149864271743108: Record for Place exists
INFO 2012-01-18 18:10:11,270 221324387879696: Record for Place exists
INFO 2012-01-18 18:10:11,272 121423054620385: Record for Place exists
INFO 2012-01-18 18:10:11,274 157965117579095: Record for Place exists
INFO 2012-01-18 18:10:11,276 121073391241791: Record for Place exists
INFO 2012-01-18 18:10:11,278 131681100224615: Record for Place exists
INFO 2012-01-18 18:10:11,282 149438498416212: Record for Place exists
INFO 2012-01-18 18:10:11,285 114137681950447: Record for Place exists
INFO 2012-01-18 18:10:11,287 152317818122998: Record for Place exists
INFO 2012-01-18 18:10:11,290 119951411354560: Record for Place exists
INFO 2012-01-18 18:10:11,292 262676364346: Record for Place exists
INFO 2012-01-18 18:10:11,294 360637437286052: Record for Place exists
INFO 2012-01-18 18:10:11,297 110107962387825: Record for Place exists
INFO 2012-01-18 18:10:11,299 113817811973234: Record for Place exists
INFO 2012-01-18 18:10:11,301 118133584869454: Record for Place exists
INFO 2012-01-18 18:10:11,303 42124643803: Record for Place exists
INFO 2012-01-18 18:10:11,305 185865168111096: Record for Place exists
INFO 2012-01-18 18:10:11,307 104907179552404: Record for Place exists
INFO 2012-01-18 18:10:11,309 184747191576471: Record for Place exists
INFO 2012-01-18 18:10:11,311 115642488458218: Record for Place exists
INFO 2012-01-18 18:10:11,313 184943988198513: Record for Place exists
INFO 2012-01-18 18:10:11,315 113680621998544: Record for Place exists
INFO 2012-01-18 18:10:11,318 117257821626722: Record for Place exists
INFO 2012-01-18 18:10:11,320 140433432673068: Record for Place exists
INFO 2012-01-18 18:10:11,322 96494984074: Record for Place exists
INFO 2012-01-18 18:10:11,325 279106921959: Record for Place exists
INFO 2012-01-18 18:10:11,327 260985673925758: Record for Place exists
INFO 2012-01-18 18:10:11,330 166497970057051: Record for Place exists
INFO 2012-01-18 18:10:11,333 108167092559096: Record for Place exists
INFO 2012-01-18 18:10:11,335 262439613771533: Record for Place exists
INFO 2012-01-18 18:10:11,339 111552735589901: Record for Place exists
INFO 2012-01-18 18:10:11,342 111423888890437: Record for Place exists
INFO 2012-01-18 18:10:11,343 139322519460645: Record for Place exists
INFO 2012-01-18 18:10:11,345 117367338283267: Record for Place exists
INFO 2012-01-18 18:10:11,347 162333237118114: Record for Place exists
INFO 2012-01-18 18:10:11,350 156369719178: Record for Place exists
INFO 2012-01-18 18:10:11,352 120881467924596: Record for Place exists
INFO 2012-01-18 18:10:11,354 247425208623762: Record for Place exists
INFO 2012-01-18 18:10:11,356 100851546625897: Record for Place exists
INFO 2012-01-18 18:10:11,358 135765963193001: Record for Place exists
INFO 2012-01-18 18:10:11,360 116667475024792: Record for Place exists
INFO 2012-01-18 18:10:11,362 166791886686173: Record for Place exists
INFO 2012-01-18 18:10:11,367 103983572971816: Record for Place exists
INFO 2012-01-18 18:10:11,370 167652259911605: Record for Place exists
INFO 2012-01-18 18:10:11,372 121057834621906: Record for Place exists
INFO 2012-01-18 18:10:11,376 105224099512131: Record for Place exists
INFO 2012-01-18 18:10:11,379 120263724652910: Record for Place exists
INFO 2012-01-18 18:10:11,381 147370705295327: Record for Place exists
INFO 2012-01-18 18:10:11,383 168795966541598: Record for Place exists
INFO 2012-01-18 18:10:11,386 106192336105351: Record for Place exists
INFO 2012-01-18 18:10:11,388 120524384666749: Record for Place exists
INFO 2012-01-18 18:10:11,390 145209775513354: Record for Place exists
INFO 2012-01-18 18:10:11,392 126416770759740: Record for Place exists
INFO 2012-01-18 18:10:11,394 27620439726: Record for Place exists
INFO 2012-01-18 18:10:11,396 118573314893722: Record for Place exists
INFO 2012-01-18 18:10:11,398 153540711330050: Record for Place exists
INFO 2012-01-18 18:10:11,400 157252321010159: Record for Place exists
INFO 2012-01-18 18:10:11,402 32767836552: Record for Place exists
INFO 2012-01-18 18:10:11,404 127394707337017: Record for Place exists
INFO 2012-01-18 18:10:11,406 130394037015754: Record for Place exists
INFO 2012-01-18 18:10:11,409 171112632928537: Record for Place exists
INFO 2012-01-18 18:10:11,412 108091512552068: Record for Place exists
INFO 2012-01-18 18:10:11,414 125869977469839: Record for Place exists
INFO 2012-01-18 18:10:11,418 151907891537752: Record for Place exists
INFO 2012-01-18 18:10:11,420 174249042622502: Record for Place exists
INFO 2012-01-18 18:10:11,423 204389472906790: Record for Place exists
INFO 2012-01-18 18:10:11,425 111577432214607: Record for Place exists
INFO 2012-01-18 18:10:11,427 208529465847771: Record for Place exists
INFO 2012-01-18 18:10:11,429 145364278846513: Record for Place exists
INFO 2012-01-18 18:10:11,431 115566495135443: Record for Place exists
INFO 2012-01-18 18:10:11,433 134689816607883: Record for Place exists
INFO 2012-01-18 18:10:11,435 164743000219033: Record for Place exists
INFO 2012-01-18 18:10:11,437 142097905823967: Record for Place exists
INFO 2012-01-18 18:10:11,439 113619638672017: Record for Place exists
INFO 2012-01-18 18:10:11,441 16165453613: Record for Place exists
INFO 2012-01-18 18:10:11,443 193255548459: Record for Place exists
INFO 2012-01-18 18:10:11,445 119674131438317: Record for Place exists
INFO 2012-01-18 18:10:11,447 109590789107790: Record for Place exists
INFO 2012-01-18 18:10:11,449 159864420760515: Record for Place exists
INFO 2012-01-18 18:10:11,454 229437633779170: Record for Place exists
INFO 2012-01-18 18:10:11,457 114671171927123: Record for Place exists
INFO 2012-01-18 18:10:11,461 111548625552157: Record for Place exists
INFO 2012-01-18 18:10:11,463 171869819528672: Record for Place exists
INFO 2012-01-18 18:10:11,465 165248408846: Record for Place exists
INFO 2012-01-18 18:10:11,467 107236159336978: Record for Place exists
INFO 2012-01-18 18:10:11,469 185354838163222: Record for Place exists
INFO 2012-01-18 18:10:11,472 120551631294055: Record for Place exists
INFO 2012-01-18 18:10:11,474 52494095123: Record for Place exists
INFO 2012-01-18 18:10:11,477 266393083374351: Record for Place exists
INFO 2012-01-18 18:10:11,479 111586202214063: Record for Place exists
INFO 2012-01-18 18:10:11,481 63335184024: Record for Place exists
INFO 2012-01-18 18:10:11,483 101256229953032: Record for Place exists
INFO 2012-01-18 18:10:11,485 121296557885213: Record for Place exists
INFO 2012-01-18 18:10:11,487 133414230050862: Record for Place exists
INFO 2012-01-18 18:10:11,489 197077136982502: Record for Place exists
INFO 2012-01-18 18:10:11,491 115104708565305: Record for Place exists
INFO 2012-01-18 18:10:11,494 152651938128300: Record for Place exists
INFO 2012-01-18 18:10:11,496 161497073891335: Record for Place exists
INFO 2012-01-18 18:10:11,501 195879887122263: Record for Place exists
INFO 2012-01-18 18:10:11,504 113675998666903: Record for Place exists
INFO 2012-01-18 18:10:11,506 145796638775157: Record for Place exists
INFO 2012-01-18 18:10:11,509 111712838864453: Record for Place exists
INFO 2012-01-18 18:10:11,511 153240324688856: Record for Place exists
INFO 2012-01-18 18:10:11,513 147866711918089: Record for Place exists
INFO 2012-01-18 18:10:11,515 212192848807068: Record for Place exists
INFO 2012-01-18 18:10:11,517 198859080137555: Record for Place exists
INFO 2012-01-18 18:10:11,519 194451753932633: Record for Place exists
INFO 2012-01-18 18:10:11,521 213596228710709: Record for Place exists
INFO 2012-01-18 18:10:11,523 161478587227554: Record for Place exists
INFO 2012-01-18 18:10:11,525 180206315342632: Record for Place exists
INFO 2012-01-18 18:10:11,527 113233095421916: Record for Place exists
INFO 2012-01-18 18:10:11,529 374555764073: Record for Place exists
INFO 2012-01-18 18:10:11,531 151368428258032: Record for Place exists
INFO 2012-01-18 18:10:11,534 284064528277200: Record for Place exists
INFO 2012-01-18 18:10:11,537 209862842406179: Record for Place exists
INFO 2012-01-18 18:10:11,540 158294760888758: Record for Place exists
INFO 2012-01-18 18:10:11,543 202009663160147: Record for Place exists
INFO 2012-01-18 18:10:11,546 114038898627782: Record for Place exists
INFO 2012-01-18 18:10:11,548 122663971116615: Record for Place exists
INFO 2012-01-18 18:10:11,551 150191091754779: Record for Place exists
INFO 2012-01-18 18:10:11,553 149570167308: Record for Place exists
INFO 2012-01-18 18:10:11,556 195397387167296: Record for Place exists
INFO 2012-01-18 18:10:11,558 156096027754456: Record for Place exists
INFO 2012-01-18 18:10:11,560 126049464144405: Record for Place exists
INFO 2012-01-18 18:10:11,562 148458441846034: Record for Place exists
INFO 2012-01-18 18:10:11,564 155242414537186: Record for Place exists
INFO 2012-01-18 18:10:11,566 147552785272071: Record for Place exists
INFO 2012-01-18 18:10:11,568 125353504182195: Record for Place exists
INFO 2012-01-18 18:10:11,570 105711199515081: Record for Place exists
INFO 2012-01-18 18:10:11,572 126311060772411: Record for Place exists
INFO 2012-01-18 18:10:11,575 230873613606434: Record for Place exists
INFO 2012-01-18 18:10:11,577 233571916678742: Record for Place exists
INFO 2012-01-18 18:10:11,579 207992599224509: Record for Place exists
INFO 2012-01-18 18:10:11,582 102237666485449: Record for Place exists
INFO 2012-01-18 18:10:11,584 221561024537121: Record for Place exists
INFO 2012-01-18 18:10:11,588 155096294505343: Record for Place exists
INFO 2012-01-18 18:10:11,591 210839045616955: Record for Place exists
INFO 2012-01-18 18:10:11,593 250963341583485: Record for Place exists
INFO 2012-01-18 18:10:11,595 179051818806010: Record for Place exists
INFO 2012-01-18 18:10:11,597 169740896381625: Record for Place exists
INFO 2012-01-18 18:10:11,599 176504822411954: Record for Place exists
INFO 2012-01-18 18:10:11,601 109853172409771: Record for Place exists
INFO 2012-01-18 18:10:11,603 121784667888585: Record for Place exists
INFO 2012-01-18 18:10:11,605 138954392806966: Record for Place exists
INFO 2012-01-18 18:10:11,608 130262250694: Record for Place exists
INFO 2012-01-18 18:10:11,610 131210873599366: Record for Place exists
INFO 2012-01-18 18:10:11,612 111508628887405: Record for Place exists
INFO 2012-01-18 18:10:11,614 141524915884305: Record for Place exists
INFO 2012-01-18 18:10:11,615 151910648439: Record for Place exists
INFO 2012-01-18 18:10:11,617 142663989120618: Record for Place exists
INFO 2012-01-18 18:10:11,619 111538072271389: Record for Place exists
INFO 2012-01-18 18:10:11,624 122062184538514: Record for Place exists
INFO 2012-01-18 18:10:11,627 207722455931565: Record for Place exists
INFO 2012-01-18 18:10:11,629 114345091920260: Record for Place exists
INFO 2012-01-18 18:10:11,631 157715124252731: Record for Place exists
INFO 2012-01-18 18:10:11,633 322097948612: Record for Place exists
INFO 2012-01-18 18:10:11,635 156423097761408: Record for Place exists
INFO 2012-01-18 18:10:11,637 194045876982: Record for Place exists
INFO 2012-01-18 18:10:11,641 106346562774408: Record for Place exists
INFO 2012-01-18 18:10:11,643 322058117804660: Record for Place exists
INFO 2012-01-18 18:10:11,645 211450902202445: Record for Place exists
INFO 2012-01-18 18:10:11,647 185549921482879: Record for Place exists
INFO 2012-01-18 18:10:11,649 266904326702053: Record for Place exists
INFO 2012-01-18 18:10:11,651 155789924478884: Record for Place exists
INFO 2012-01-18 18:10:11,653 120890324592562: Record for Place exists
INFO 2012-01-18 18:10:11,655 111638652206572: Record for Place exists
INFO 2012-01-18 18:10:11,658 101456282548: Record for Place exists
INFO 2012-01-18 18:10:11,660 126728907399025: Record for Place exists
INFO 2012-01-18 18:10:11,662 149408061744835: Record for Place exists
INFO 2012-01-18 18:10:11,665 148354798554341: Record for Place exists
INFO 2012-01-18 18:10:11,667 114211448609902: Record for Place exists
INFO 2012-01-18 18:10:11,670 116087031746823: Record for Place exists
INFO 2012-01-18 18:10:11,672 114100118664790: Record for Place exists
INFO 2012-01-18 18:10:11,676 133727576670235: Record for Place exists
INFO 2012-01-18 18:10:11,679 120431857973252: Record for Place exists
INFO 2012-01-18 18:10:11,681 112742115450279: Record for Place exists
INFO 2012-01-18 18:10:11,683 140327126034017: Record for Place exists
INFO 2012-01-18 18:10:11,685 249684245046170: Record for Place exists
INFO 2012-01-18 18:10:11,687 111806598856342: Record for Place exists
INFO 2012-01-18 18:10:11,689 89942702506: Record for Place exists
INFO 2012-01-18 18:10:11,691 176763172378450: Record for Place exists
INFO 2012-01-18 18:10:11,694 111530498881387: Record for Place exists
ERROR 2012-01-18 18:10:11,694 160979356395: 
INFO 2012-01-18 18:10:11,697 122112884466020: Record for Place exists
INFO 2012-01-18 18:10:11,699 101890366555431: Record for Place exists
INFO 2012-01-18 18:10:11,702 250512161641155: Record for Place exists
INFO 2012-01-18 18:10:11,704 127090160685327: Record for Place exists
INFO 2012-01-18 18:10:11,706 114176445279309: Record for Place exists
INFO 2012-01-18 18:10:11,711 123302802713: Record for Place exists
INFO 2012-01-18 18:10:11,714 149379695116958: Record for Place exists
INFO 2012-01-18 18:10:11,717 192233237508563: Record for Place exists
ERROR 2012-01-18 18:10:11,717 138169599541277: 
INFO 2012-01-18 18:10:11,719 143891325633878: Record for Place exists
INFO 2012-01-18 18:10:11,721 233012086715943: Record for Place exists
INFO 2012-01-18 18:10:11,724 120166008033623: Record for Place exists
INFO 2012-01-18 18:10:11,726 167193763299724: Record for Place exists
INFO 2012-01-18 18:10:11,729 118609868196921: Record for Place exists
ERROR 2012-01-18 18:10:11,729 116266365122506: 
ERROR 2012-01-18 18:10:11,729 134937769883320: 
INFO 2012-01-18 18:10:11,731 216404211765276: Record for Place exists
INFO 2012-01-18 18:10:11,733 214818971891480: Record for Place exists
INFO 2012-01-18 18:10:11,737 144112112277376: Record for Place exists
INFO 2012-01-18 18:10:11,740 148650248493674: Record for Place exists
INFO 2012-01-18 18:10:11,742 220107998016490: Record for Place exists
INFO 2012-01-18 18:10:11,745 113228848692514: Record for Place exists
INFO 2012-01-18 18:10:11,747 117616738265372: Record for Place exists
INFO 2012-01-18 18:10:11,749 115527255141102: Record for Place exists
INFO 2012-01-18 18:10:11,751 104712036265808: Record for Place exists
INFO 2012-01-18 18:10:11,754 120474217965667: Record for Place exists
INFO 2012-01-18 18:10:11,756 104977172878649: Record for Place exists
INFO 2012-01-18 18:10:11,761 139654929390706: Record for Place exists
INFO 2012-01-18 18:10:11,764 154631110545: Record for Place exists
INFO 2012-01-18 18:10:11,766 219210854755669: Record for Place exists
INFO 2012-01-18 18:10:11,768 162505240432567: Record for Place exists
INFO 2012-01-18 18:10:11,770 200018190010525: Record for Place exists
INFO 2012-01-18 18:10:11,772 55167674869: Record for Place exists
INFO 2012-01-18 18:10:11,774 128411847232297: Record for Place exists
INFO 2012-01-18 18:10:11,776 185032134880509: Record for Place exists
INFO 2012-01-18 18:10:11,778 286349689713: Record for Place exists
INFO 2012-01-18 18:10:11,781 115603891827039: Record for Place exists
INFO 2012-01-18 18:10:11,783 187558181264171: Record for Place exists
INFO 2012-01-18 18:10:11,785 73967309742: Record for Place exists
INFO 2012-01-18 18:10:11,787 113673298665674: Record for Place exists
INFO 2012-01-18 18:10:11,788 159496627404962: Record for Place exists
INFO 2012-01-18 18:10:11,791 152762014736625: Record for Place exists
INFO 2012-01-18 18:10:11,796 164605506936875: Record for Place exists
INFO 2012-01-18 18:10:11,798 10150153284185029: Record for Place exists
INFO 2012-01-18 18:10:11,801 118523624869465: Record for Place exists
INFO 2012-01-18 18:10:11,803 102219523154671: Record for Place exists
INFO 2012-01-18 18:10:11,806 241604575868834: Record for Place exists
INFO 2012-01-18 18:10:11,808 137594076282082: Record for Place exists
INFO 2012-01-18 18:10:11,810 65110987384: Record for Place exists
INFO 2012-01-18 18:10:11,813 113624902003428: Record for Place exists
INFO 2012-01-18 18:10:11,815 117360728282716: Record for Place exists
INFO 2012-01-18 18:10:11,817 149391781779235: Record for Place exists
INFO 2012-01-18 18:10:11,819 309550482419381: Record for Place exists
INFO 2012-01-18 18:10:11,821 198728456829243: Record for Place exists
INFO 2012-01-18 18:10:11,823 265243316831785: Record for Place exists
INFO 2012-01-18 18:10:11,825 197410303634389: Record for Place exists
INFO 2012-01-18 18:10:11,827 149947565016561: Record for Place exists
INFO 2012-01-18 18:10:11,830 168239359899668: Record for Place exists
INFO 2012-01-18 18:10:11,832 259037910801989: Record for Place exists
INFO 2012-01-18 18:10:11,836 190519577644060: Record for Place exists
INFO 2012-01-18 18:10:11,838 137874859588025: Record for Place exists
INFO 2012-01-18 18:10:11,841 117815671571264: Record for Place exists
INFO 2012-01-18 18:10:11,846 32145451314: Record for Place exists
INFO 2012-01-18 18:10:11,848 189200184456724: Record for Place exists
INFO 2012-01-18 18:10:11,850 105186632860645: Record for Place exists
INFO 2012-01-18 18:10:11,852 148462158512065: Record for Place exists
INFO 2012-01-18 18:10:11,854 169661509733636: Record for Place exists
INFO 2012-01-18 18:10:11,856 85909109343: Record for Place exists
INFO 2012-01-18 18:10:11,858 122073374472981: Record for Place exists
INFO 2012-01-18 18:10:11,860 119812341403652: Record for Place exists
INFO 2012-01-18 18:10:11,862 151834451522477: Record for Place exists
INFO 2012-01-18 18:10:11,865 120216371322737: Record for Place exists
INFO 2012-01-18 18:10:11,867 160177640667552: Record for Place exists
INFO 2012-01-18 18:10:11,869 212327815475523: Record for Place exists
INFO 2012-01-18 18:10:11,871 145102152220067: Record for Place exists
INFO 2012-01-18 18:10:11,873 111949228860190: Record for Place exists
INFO 2012-01-18 18:10:11,875 269268176420421: Record for Place exists
INFO 2012-01-18 18:10:11,880 132452250132517: Record for Place exists
INFO 2012-01-18 18:10:11,882 141511282556066: Record for Place exists
INFO 2012-01-18 18:10:11,885 116940911748855: Record for Place exists
INFO 2012-01-18 18:10:11,887 308245892524654: Record for Place exists
INFO 2012-01-18 18:10:11,890 141399732598966: Record for Place exists
INFO 2012-01-18 18:10:11,892 121080157903356: Record for Place exists
INFO 2012-01-18 18:10:11,895 120568674627267: Record for Place exists
INFO 2012-01-18 18:10:11,897 156981771011935: Record for Place exists
INFO 2012-01-18 18:10:11,899 113546328679419: Record for Place exists
INFO 2012-01-18 18:10:11,901 154828154544484: Record for Place exists
INFO 2012-01-18 18:10:11,903 207989522587380: Record for Place exists
INFO 2012-01-18 18:10:11,905 119714778479: Record for Place exists
INFO 2012-01-18 18:10:11,907 161796890542622: Record for Place exists
INFO 2012-01-18 18:10:11,909 101478476600942: Record for Place exists
INFO 2012-01-18 18:10:11,911 112214588813944: Record for Place exists
INFO 2012-01-18 18:10:11,914 109624309121146: Record for Place exists
INFO 2012-01-18 18:10:11,916 157478787639501: Record for Place exists
INFO 2012-01-18 18:10:11,918 111474145558412: Record for Place exists
INFO 2012-01-18 18:10:11,921 121219167945748: Record for Place exists
INFO 2012-01-18 18:10:11,923 120532731296778: Record for Place exists
INFO 2012-01-18 18:10:11,925 135549246460220: Record for Place exists
INFO 2012-01-18 18:10:11,929 203048636418184: Record for Place exists
INFO 2012-01-18 18:10:11,931 217417188291852: Record for Place exists
INFO 2012-01-18 18:10:11,933 104922369551366: Record for Place exists
